trainer/global_step,_step,acc/val,_runtime,loss/val,epoch,_timestamp,acc/train_epoch,loss/train_epoch,lr-SGD,loss/train_step,acc/test,loss/test
2174,235,,1776.273677249,,74.0,1736362950.2637794,0.8028322458267212,0.733776330947876,,,,
2199,236,,1781.581537364,,,1736362955.5718665,,,1e-05,,,
2199,237,,1781.692477541,,75.0,1736362955.6828341,,,,0.6622166037559509,,
2203,238,0.7549019455909729,1784.299795791,0.8427954912185669,75.0,1736362958.29008,,,,,,
2203,239,,1804.018169032,,75.0,1736362978.008362,0.8061001896858215,0.7255346179008484,,,,
2232,240,0.7549019455909729,1812.033228724,0.8369616866111755,76.0,1736362986.0236816,,,,,,
2232,241,,1812.037586754,,76.0,1736362986.0281198,0.8093681931495667,0.7261548042297363,,,,
2249,242,,1816.440657799,,,1736362990.4308634,,,1e-05,,,
2249,243,,1816.550699625,,77.0,1736362990.5411239,,,,0.5033617615699768,,
2261,244,0.7745097875595093,1820.135875983,0.8981776237487793,77.0,1736362994.1262803,,,,,,
2261,245,,1839.882544323,,77.0,1736363013.8729916,0.8191720843315125,0.7099425792694092,,,,
2290,246,0.7254902124404907,1847.961825287,0.8618037700653076,78.0,1736363021.9521267,,,,,,
2290,247,,1868.246049934,,78.0,1736363042.2362938,0.8213507533073425,0.6979078054428101,,,,
2299,248,,1871.698998967,,,1736363045.6890764,,,1e-05,,,
2299,249,,1871.809232031,,79.0,1736363045.7994926,,,,0.39964616298675537,,
2319,250,0.7549019455909729,1876.391804185,0.8538031578063965,79.0,1736363050.3817976,,,,,,
2319,251,,1876.39936378,,79.0,1736363050.3896646,0.8148148059844971,0.7081695795059204,,,,
2348,252,0.7647058963775635,1884.53292321,0.8747051358222961,80.0,1736363058.5232632,,,,,,
2348,253,,1905.204589462,,80.0,1736363079.1949906,0.8202614188194275,0.6968551874160767,,,,
2349,254,,1907.709447081,,,1736363081.699269,,,1e-05,,,
2349,255,,1907.842306158,,81.0,1736363081.8286755,,,,0.4792235791683197,,
2377,256,0.7549019455909729,1913.280514233,0.8390339612960815,81.0,1736363087.2705524,,,,,,
2377,257,,1933.602728976,,81.0,1736363107.5931206,0.8191720843315125,0.6955583095550537,,,,
2399,258,,1938.760888584,,,1736363112.7512207,,,1e-05,,,
2399,259,,1938.870285753,,82.0,1736363112.8605852,,,,0.502653956413269,,
2406,260,0.7549019455909729,1941.796045876,0.8624948263168335,82.0,1736363115.78604,,,,,,
2406,261,,1962.455510983,,82.0,1736363136.4458878,0.8104575276374817,0.6872534155845642,,,,
2435,262,0.7549019455909729,1970.640142655,0.8919458389282227,83.0,1736363144.630389,,,,,,
2435,263,,1970.648243103,,83.0,1736363144.638486,0.826797366142273,0.6879403591156006,,,,
2449,264,,1974.689777132,,,1736363148.6798837,,,1e-05,,,
2449,265,,1974.801642011,,84.0,1736363148.7918434,,,,0.44697603583335876,,
2464,266,0.7450980544090271,1978.72340892,0.8268772959709167,84.0,1736363152.713749,,,,,,
2464,267,,1998.708988835,,84.0,1736363172.699457,0.8235294222831726,0.6770107746124268,,,,
2493,268,0.7647058963775635,2006.667159094,0.7799770832061768,85.0,1736363180.6574712,,,,,,
2493,269,,2027.085093252,,85.0,1736363201.0752192,0.826797366142273,0.6739022135734558,,,,
2499,270,,2030.522698515,,,1736363204.5116625,,,1e-05,,,
2499,271,,2030.634575322,,86.0,1736363204.6244814,,,,0.6492217779159546,,
2522,272,0.7450980544090271,2035.467876234,0.8340997099876404,86.0,1736363209.4582338,,,,,,
2522,273,,2056.003049243,,86.0,1736363229.993486,0.8322439789772034,0.6648389101028442,,,,
2549,274,,2061.683195995,,,1736363235.673482,,,1e-05,,,
2549,275,,2061.792886864,,87.0,1736363235.7830958,,,,0.5940737128257751,,
2551,276,0.7647058963775635,2064.150156608,0.8225911259651184,87.0,1736363238.1405396,,,,,,
2551,277,,2064.155514,,87.0,1736363238.1460176,0.8333333134651184,0.6710682511329651,,,,
2580,278,0.7549019455909729,2072.320347183,0.8407953381538391,88.0,1736363246.2955694,,,,,,
2580,279,,2092.49924593,,88.0,1736363266.489718,0.828976035118103,0.6528767943382263,,,,
2599,280,,2097.41301834,,,1736363271.403297,,,1e-05,,,
2599,281,,2097.522985995,,89.0,1736363271.5133789,,,,0.6461820006370544,,
2609,282,0.7549019455909729,2100.859810844,0.8289402723312378,89.0,1736363274.850147,,,,,,
2609,283,,2121.283268188,,89.0,1736363295.2736654,0.8344226479530334,0.6526216268539429,,,,
2638,284,0.7647058963775635,2129.641861691,0.8350481986999512,90.0,1736363303.632223,,,,,,
2638,285,,2129.647983969,,90.0,1736363303.638312,0.8366013169288635,0.6569013595581055,,,,
2649,286,,2133.540561181,,,1736363307.530801,,,1e-05,,,
2649,287,,2133.651242154,,91.0,1736363307.6416078,,,,0.6108981966972351,,
2667,288,0.7450980544090271,2137.917060625,0.8379389643669128,91.0,1736363311.9075134,,,,,,
2667,289,,2158.475570566,,91.0,1736363332.4655998,0.8387799859046936,0.6488906145095825,,,,
2696,290,0.7647058963775635,2166.396126834,0.8364622592926025,92.0,1736363340.3864422,,,,,,
2696,291,,2187.083721594,,92.0,1736363361.0737693,0.8366013169288635,0.6382585763931274,,,,
2699,292,,2189.748594815,,,1736363363.7383518,,,1e-05,,,
2699,293,,2189.866012722,,93.0,1736363363.8550866,,,,0.5554823279380798,,
2725,294,0.7843137383460999,2195.049387161,0.8426341414451599,93.0,1736363369.039666,,,,,,
2725,295,,2214.332965732,,93.0,1736363388.3231142,0.8355119824409485,0.636127769947052,,,,
2749,296,,2219.653401275,,,1736363393.6436596,,,1e-05,,,
2749,297,,2219.762729632,,94.0,1736363393.7531025,,,,0.59345942735672,,
2754,298,0.7745097875595093,2222.420063481,0.8192561268806458,94.0,1736363396.410389,,,,,,
2754,299,,2222.426658214,,94.0,1736363396.4169707,0.8333333134651184,0.6383426785469055,,,,
2783,300,0.7843137383460999,2230.633151418,0.8012803792953491,95.0,1736363404.623384,,,,,,
2783,301,,2250.30101775,,95.0,1736363424.2914605,0.8474945425987244,0.6290496587753296,,,,
2799,302,,2254.587969266,,,1736363428.5782633,,,1e-05,,,
2799,303,,2254.698360609,,96.0,1736363428.688795,,,,0.9309623837471008,,
2812,304,0.7647058963775635,2258.252980336,0.824578583240509,96.0,1736363432.243408,,,,,,
2812,305,,2277.782448309,,96.0,1736363451.7727168,0.8387799859046936,0.6222950220108032,,,,
2841,306,0.7745097875595093,2285.630405961,0.7902955412864685,97.0,1736363459.6207583,,,,,,
2841,307,,2285.637622862,,97.0,1736363459.628007,0.8453159332275391,0.6226919889450073,,,,
2849,308,,2289.037268083,,,1736363463.0273807,,,1e-05,,,
2849,309,,2289.14898078,,98.0,1736363463.139376,,,,0.74919593334198,,
2870,310,0.7843137383460999,2293.677939858,0.8279669284820557,98.0,1736363467.6681514,,,,,,
2870,311,,2314.166673014,,98.0,1736363488.1571026,0.8485838770866394,0.6107528209686279,,,,
2899,312,,2319.979103686,,,1736363493.9694648,,,1e-05,,,
2899,313,,2320.052746285,,99.0,1736363494.0432615,,,,0.5041916370391846,,
2899,314,0.7843137383460999,2322.316817409,0.8113130927085876,99.0,1736363496.307137,,,,,,
2899,315,,2322.324225238,,99.0,1736363496.3144293,0.843137264251709,0.611794650554657,,,,
2928,316,0.7647058963775635,2330.703514177,0.807559072971344,100.0,1736363504.6938083,,,,,,
2928,317,,2350.533332402,,100.0,1736363524.5236337,0.8453159332275391,0.6065922975540161,,,,
2949,318,,2355.514007657,,,1736363529.5043437,,,1e-05,,,
2949,319,,2355.623877107,,101.0,1736363529.614097,,,,0.43721556663513184,,
2957,320,0.7647058963775635,2358.715960452,0.8378233313560486,101.0,1736363532.7058356,,,,,,
2957,321,,2358.724333021,,101.0,1736363532.714681,0.8344226479530334,0.6100520491600037,,,,
2986,322,0.7745097875595093,2366.915452044,0.7808794975280762,102.0,1736363540.9058535,,,,,,
2986,323,,2387.164812039,,102.0,1736363561.1552777,0.8562091588973999,0.5929287672042847,,,,
2999,324,,2391.334809127,,,1736363565.324927,,,1e-05,,,
2999,325,,2391.446725062,,103.0,1736363565.437084,,,,0.2968449294567108,,
3015,326,0.7843137383460999,2395.439106247,0.7740123271942139,103.0,1736363569.4294806,,,,,,
3015,327,,2395.445729261,,103.0,1736363569.4361546,0.8507625460624695,0.5943153500556946,,,,
3044,328,0.7647058963775635,2403.548004977,0.8314055800437927,104.0,1736363577.538426,,,,,,
3044,329,,2424.483634697,,104.0,1736363598.4739897,0.843137264251709,0.5891345143318176,,,,
3049,330,,2427.56556616,,,1736363601.5558717,,,1e-05,,,
3049,331,,2427.674735422,,105.0,1736363601.6652353,,,,0.6249597072601318,,
3073,332,0.7745097875595093,2432.66446837,0.7770212292671204,105.0,1736363606.6549108,,,,,,
3073,333,,2453.83364164,,105.0,1736363627.8240912,0.8594771027565002,0.5779678821563721,,,,
3099,334,,2459.458374997,,,1736363633.4486864,,,1e-05,,,
3099,335,,2459.568242523,,106.0,1736363633.5586214,,,,0.6699270606040955,,
3102,336,0.7549019455909729,2461.966184766,0.811542272567749,106.0,1736363635.9565077,,,,,,
3102,337,,2461.972130789,,106.0,1736363635.9625576,0.8485838770866394,0.5799208283424377,,,,
3131,338,0.7745097875595093,2469.983885996,0.7845301032066345,107.0,1736363643.9742134,,,,,,
3131,339,,2469.989453468,,107.0,1736363643.979245,0.85838782787323,0.5806030631065369,,,,
3149,340,,2474.526267666,,,1736363648.5162685,,,1e-05,,,
3149,341,,2474.635954,,108.0,1736363648.626322,,,,0.8751361966133118,,
3160,342,0.7941176295280457,2478.020101504,0.7627672553062439,108.0,1736363652.0105429,,,,,,
3160,343,,2478.025354806,,108.0,1736363652.0158849,0.8594771027565002,0.5807720422744751,,,,
3189,344,0.8039215803146362,2485.909778108,0.756094753742218,109.0,1736363659.9000244,,,,,,
3189,345,,2505.331416648,,109.0,1736363679.3218024,0.8562091588973999,0.5679569840431213,,,,
3199,346,,2508.846360706,,,1736363682.8365233,,,1e-05,,,
3199,347,,2508.956076519,,110.0,1736363682.946506,,,,0.5172551870346069,,
3218,348,0.7843137383460999,2513.364808364,0.7600119113922119,110.0,1736363687.3551972,,,,,,
3218,349,,2533.884040168,,110.0,1736363707.8742998,0.8572984933853149,0.5610615015029907,,,,
3247,350,0.7941176295280457,2541.974530201,0.7524272799491882,111.0,1736363715.9646783,,,,,,
3247,351,,2562.498278362,,111.0,1736363736.4885538,0.8660130500793457,0.5526157021522522,,,,
3249,352,,2565.318426757,,,1736363739.3082848,,,1e-05,,,
3249,353,,2565.43737845,,112.0,1736363739.4270887,,,,0.4466780424118042,,
3276,354,0.7843137383460999,2570.819910884,0.7618914842605591,112.0,1736363744.8103516,,,,,,
3276,355,,2570.824358994,,112.0,1736363744.8149107,0.85838782787323,0.5563796162605286,,,,
3299,356,,2575.977403566,,,1736363749.9676878,,,1e-05,,,
3299,357,,2576.08562237,,113.0,1736363750.0760477,,,,0.3651563227176666,,
3305,358,0.7941176295280457,2579.074054591,0.769245445728302,113.0,1736363753.0643435,,,,,,
3305,359,,2599.124379682,,113.0,1736363773.1147366,0.8681917190551758,0.5488448739051819,,,,
3334,360,0.7941176295280457,2607.421599142,0.7680793404579163,114.0,1736363781.4117064,,,,,,
3334,361,,2626.641992562,,114.0,1736363800.632337,0.8660130500793457,0.5447375774383545,,,,
3349,362,,2630.729767803,,,1736363804.7194023,,,1e-05,,,
3349,363,,2630.840175779,,115.0,1736363804.8304563,,,,0.5143060088157654,,
3363,364,0.7745097875595093,2634.56037603,0.8151973485946655,115.0,1736363808.55046,,,,,,
3363,365,,2654.444292765,,115.0,1736363828.434704,0.8594771027565002,0.5445956587791443,,,,
3392,366,0.7941176295280457,2662.436403271,0.7806752324104309,116.0,1736363836.405671,,,,,,
3392,367,,2682.999156605,,116.0,1736363856.9895566,0.8779956698417664,0.5311163663864136,,,,
3399,368,,2686.615016979,,,1736363860.6053374,,,1e-05,,,
3399,369,,2686.724685621,,117.0,1736363860.7148392,,,,0.6131365895271301,,
3421,370,0.8039215803146362,2691.573240374,0.8154304623603821,117.0,1736363865.5636206,,,,,,
3421,371,,2712.447554867,,117.0,1736363886.437639,0.8671023845672607,0.5268038511276245,,,,
3449,372,,2718.275845534,,,1736363892.266002,,,1e-05,,,
3449,373,,2718.385228295,,118.0,1736363892.3756104,,,,0.7521923184394836,,
3450,374,0.7941176295280457,2720.511006392,0.773517906665802,118.0,1736363894.501298,,,,,,
3450,375,,2720.518327544,,118.0,1736363894.5086765,0.8616557717323303,0.5345578193664551,,,,
3479,376,0.7843137383460999,2728.59131046,0.7650935649871826,119.0,1736363902.5813,,,,,,
3479,377,,2728.598898072,,119.0,1736363902.5891116,0.8758170008659363,0.5314317941665649,,,,
3499,378,,2733.474970409,,,1736363907.4650252,,,1e-05,,,
3499,379,,2733.585846873,,120.0,1736363907.5762954,,,,0.4056017994880676,,
3508,380,0.7843137383460999,2736.757485654,0.7436000108718872,120.0,1736363910.7478077,,,,,,
3508,381,,2756.685719862,,120.0,1736363930.676013,0.8747276663780212,0.5125864148139954,,,,
3537,382,0.7745097875595093,2765.17297717,0.7342179417610168,121.0,1736363939.163357,,,,,,
3537,383,,2765.177778071,,121.0,1736363939.1683073,0.8758170008659363,0.5136415362358093,,,,
3549,384,,2768.942176037,,,1736363942.9325693,,,1e-05,,,
3549,385,,2769.051211692,,122.0,1736363943.0416,,,,0.35744521021842957,,
3566,386,0.8039215803146362,2773.252485911,0.7388358116149902,122.0,1736363947.2427754,,,,,,
3566,387,,2773.260853787,,122.0,1736363947.2510052,0.8725489974021912,0.5126777291297913,,,,
3595,388,0.7941176295280457,2781.410268731,0.7525489926338196,123.0,1736363955.4005785,,,,,,
3595,389,,2801.683806816,,123.0,1736363975.6737244,0.8812636137008667,0.49924594163894653,,,,
3599,390,,2804.691516119,,,1736363978.6799443,,,1e-05,,,
3599,391,,2804.808548139,,124.0,1736363978.7988377,,,,0.6686698794364929,,
3624,392,0.8039215803146362,2809.985520393,0.7880029678344727,124.0,1736363983.9759407,,,,,,
3624,393,,2830.029153104,,124.0,1736364004.0191226,0.8801742792129517,0.49597954750061035,,,,
3649,394,,2835.441916574,,,1736364009.4322577,,,1e-05,,,
3649,395,,2835.552668845,,125.0,1736364009.543057,,,,0.45890510082244873,,
3653,396,0.8039215803146362,2838.123972478,0.7359294295310974,125.0,1736364012.1132638,,,,,,
3653,397,,2838.131736871,,125.0,1736364012.1222434,0.8823529481887817,0.5060498714447021,,,,
3682,398,0.8039215803146362,2846.399732069,0.7817431688308716,126.0,1736364020.3900561,,,,,,
3682,399,,2846.40745226,,126.0,1736364020.3975227,0.8769063353538513,0.4981525242328644,,,,
3699,400,,2850.793301037,,,1736364024.7836404,,,1e-05,,,
3699,401,,2850.901576308,,127.0,1736364024.892071,,,,0.39584651589393616,,
3711,402,0.813725471496582,2854.605747197,0.7249800562858582,127.0,1736364028.5955784,,,,,,
3711,403,,2854.614183602,,127.0,1736364028.6042387,0.8888888955116272,0.5008705258369446,,,,
3740,404,0.7941176295280457,2862.835861588,0.7204592227935791,128.0,1736364036.826257,,,,,,
3740,405,,2882.371770194,,128.0,1736364056.3621724,0.8834422826766968,0.494062215089798,,,,
3749,406,,2885.804965787,,,1736364059.7953112,,,1e-05,,,
3749,407,,2885.914018184,,129.0,1736364059.9044132,,,,0.5513357520103455,,
3769,408,0.7941176295280457,2890.462645662,0.7344947457313538,129.0,1736364064.4530478,,,,,,
3769,409,,2909.797321515,,129.0,1736364083.787645,0.8834422826766968,0.4870798885822296,,,,
3798,410,0.7745097875595093,2917.886509799,0.7712077498435974,130.0,1736364091.876378,,,,,,
3798,411,,2917.893276589,,130.0,1736364091.883632,0.8867102265357971,0.4899219274520874,,,,
3799,412,,2920.377942991,,,1736364094.3674402,,,1e-05,,,
3799,413,,2920.515444249,,131.0,1736364094.5017571,,,,0.36067578196525574,,
3827,414,0.7843137383460999,2926.121425216,0.7672316431999207,131.0,1736364100.111701,,,,,,
3827,415,,2946.896892665,,131.0,1736364120.8870747,0.8758170008659363,0.47958695888519287,,,,
3849,416,,2952.070780939,,,1736364126.0606365,,,1e-05,,,
3849,417,,2952.180240576,,132.0,1736364126.1706457,,,,0.42544451355934143,,
3856,418,0.7941176295280457,2955.132617564,0.740864098072052,132.0,1736364129.1227872,,,,,,
3856,419,,2975.991724665,,132.0,1736364149.9821403,0.8910675644874573,0.467265784740448,,,,
3885,420,0.7941176295280457,2984.148150646,0.732488751411438,133.0,1736364158.1384277,,,,,,
3885,421,,3004.437152203,,133.0,1736364178.4275436,0.8932461738586426,0.4655701518058777,,,,
3899,422,,3008.424812766,,,1736364182.4149191,,,1e-05,,,
3899,423,,3008.534697306,,134.0,1736364182.5251431,,,,0.4656680226325989,,
3914,424,0.7941176295280457,3012.505133994,0.7347904443740845,134.0,1736364186.4953613,,,,,,
3914,425,,3012.510894115,,134.0,1736364186.5013525,0.8888888955116272,0.47069141268730164,,,,
3943,426,0.813725471496582,3020.697875678,0.7245545387268066,135.0,1736364194.6881437,,,,,,
3943,427,,3040.05089434,,135.0,1736364214.0412214,0.8965141773223877,0.4535669684410095,,,,
3949,428,,3043.405207258,,,1736364217.3950737,,,1e-05,,,
3949,429,,3043.515496155,,136.0,1736364217.5053508,,,,0.5266780853271484,,
3972,430,0.813725471496582,3048.567027499,0.6923761367797852,136.0,1736364222.5569417,,,,,,
3972,431,,3048.574479545,,136.0,1736364222.5647964,0.8976035118103027,0.46041616797447205,,,,
3999,432,,3054.143814904,,,1736364228.1341457,,,1e-05,,,
3999,433,,3054.252290768,,137.0,1736364228.2427847,,,,0.5230504870414734,,
4001,434,0.8039215803146362,3056.712604435,0.714664101600647,137.0,1736364230.7029397,,,,,,
4001,435,,3056.71907044,,137.0,1736364230.7093322,0.9008714556694031,0.4594029188156128,,,,
4030,436,0.813725471496582,3064.856440571,0.765555739402771,138.0,1736364238.8468664,,,,,,
4030,437,,3084.311021027,,138.0,1736364258.3014076,0.9041394591331482,0.44445428252220154,,,,
4049,438,,3089.313062101,,,1736364263.3034213,,,1e-05,,,
4049,439,,3089.423012901,,139.0,1736364263.413389,,,,0.5674057006835938,,
4059,440,0.813725471496582,3092.788590902,0.6898877024650574,139.0,1736364266.7553992,,,,,,
4059,441,,3092.788697291,,139.0,1736364266.7606735,0.8877995610237122,0.4573599398136139,,,,
4088,442,0.8235294222831726,3101.065263571,0.7088468670845032,140.0,1736364275.0556002,,,,,,
4088,443,,3121.621844831,,140.0,1736364295.61227,0.9008714556694031,0.43957868218421936,,,,
4099,444,,3125.485208546,,,1736364299.475499,,,1e-05,,,
4099,445,,3125.596051779,,141.0,1736364299.5863698,,,,0.2584711015224457,,
4117,446,0.813725471496582,3129.792984488,0.7230330109596252,141.0,1736364303.7827225,,,,,,
4117,447,,3129.799481201,,141.0,1736364303.7898624,0.9019607901573181,0.4410839080810547,,,,
4146,448,0.8039215803146362,3138.047194427,0.72291100025177,142.0,1736364312.0375495,,,,,,
4146,449,,3138.052546631,,142.0,1736364312.0430796,0.8921568393707275,0.44950005412101746,,,,
4149,450,,3140.824216997,,,1736364314.8142292,,,1e-05,,,
4149,451,,3140.941339554,,143.0,1736364314.930702,,,,0.2338598668575287,,
4175,452,0.813725471496582,3146.151539952,0.7157204747200012,143.0,1736364320.1418893,,,,,,
4175,453,,3146.158288668,,143.0,1736364320.1487534,0.8954248428344727,0.44904279708862305,,,,
4199,454,,3151.556340009,,,1736364325.5466123,,,1e-05,,,
4199,455,,3151.666571253,,144.0,1736364325.6570196,,,,0.38455891609191895,,
4204,456,0.813725471496582,3154.359752621,0.729897677898407,144.0,1736364328.349868,,,,,,
4204,457,,3173.260221151,,144.0,1736364347.25065,0.899782121181488,0.4298003017902374,,,,
4233,458,0.7941176295280457,3181.543970332,0.6900695562362671,145.0,1736364355.5342157,,,,,,
4233,459,,3181.550679082,,145.0,1736364355.5411186,0.898692786693573,0.4338255822658539,,,,
4249,460,,3185.864482148,,,1736364359.8541787,,,1e-05,,,
4249,461,,3185.974901393,,146.0,1736364359.965283,,,,0.6135973334312439,,
4262,462,0.8039215803146362,3189.630257708,0.7153076529502869,146.0,1736364363.6206074,,,,,,
4262,463,,3209.244075636,,146.0,1736364383.2342026,0.9084967374801636,0.4290523827075958,,,,
4263,464,,3214.200591076,,147.0,1736364388.1909883,,,,,0.8235294222831726,0.6986348628997803
